ReviewTitle,ReviewBody,Sentiment
"Product was fake
","This product have an issue after using it couple of months. Hence, I visited Sennheiser service center where I was informed that this product was fake.
",Neutral
"Didn't fulfill the expectations
","I want to return it, to buy the other earphones as it is not fulfill my expectation even in these expansive price but there is no option to return it, there is just the option of ""replacement"". Kindly arranged the ""return"" option, so i can buy other earphones.
",Neutral
"faulty product
","Mike is not functional in less than 5 months of use. The customer care number provided does not even exist. 2 year warranty it says. Need immediate action to repair/ replace. Will someone please provide correct customer care number
",Positive
"Sound quality was good. Jack got damaged
","Sound quality was good. Jack got damaged, it would be better if they give some box kind of storage instead of soft pouch.
",Neutral
"Great product
","Great sound quality. There is a option connector for higher impedance phones too. Love the pouch included with the package
",Positive
"Good Sound Quality
","Comfortable in ear. Proper noise cancellation. Good bass at this price point. There is little bit of doubt about wire as it's thin. But being Sennheiser  brand that thing must have been considered. Over all I am satisfied. Boat might be a good option than this one.
",Positive
"Built Quality Is not That great
","Sound quality,noise cancellation and bass quality is pretty good but when it comes to built quality i don't think it can be last for few months,as comparing the price,the earphones built quality should be better
",Positive
"Stopped working after some time. Need replacement
","It was working fine but suddenly stopped working. One side of ear bud stop working. It seems like there is some issue with Jack wires.  I called customer care but no one bother to pick call. I need replacement how can I do that...
",Positive
"Value for money.
","Good sound and durable. Sennheiser is dedicated to making portable sound and does it good. Best buy in this price range.
",Positive
"Good Product for the price!
","They are good earphones, I have been using them for more than 6 months now and no breaking or tearing can be seen at the joints... Though I lost one of the buds, but that's still great.
",Positive
"Best at this price range
","Best at this price range. I bought it for 1350(including offers). At medium and low volumes the sound is too good. But when the volume is at high, the music is little odd. On the whole, you can go for it at this range.
",Neutral
"Good in sound but not so good in build quality..
","If u r a person who takes care of gadgets very well, then this suits you.. good sound quality is the pro.. but it’s wire is very thin, maybe the smallest in dia I’ve ever seen.. u have to take extra care while handling.. also it uses cheap plastic,appears cheap product..
",Positive
"Build quality needs to be better
","All aspects are good, the sound quality, bass and nose cancellation. The only problem is the build quality. After 1.5 years of usage the left speaker has stopped working. When I shell out close to 2k on a headphone I expect it to last atelast 3 years.
",Neutral
"Must by with in 1.5 k price
","The earphones is just wow all around, but my bad I lost in just 2 months, was not able to survive without this earphones for longer, so ordered today and writing the review on the lost one order😅
",Negative
"Best in the ~1.5K range.
","Extremely satisfied and happy!The passive noise isolation is also amazing.One ear stopped working after a year but Sennheiser warranty replaced it without any questions.Just go for this one cause you possibly can't get one as good as this I'm the price range!
",Positive
"Don't go for it
","Utter flop... Don't go for it... I am using jbl earphones and compared with that... Jbl was good but Sennheiser not.... So better go for Jbl
",Negative
"Best wired headphone
","This is not actual noise cancellation...but the buds would fit in and would not allow outside to come in but it is value for money...i dont expect actual nois3 cancellation in this price range
",Positive
"Genuine Product
","Original Product. Registered it on the Sennheiser website for 2 years of warranty service. Deep bass as required. The only this is the wire is too thin and have to take special care not to tangle/ pull or push by mistake.
",Positive
